Keyword,Region,Match type,Avg. CPC
introduction to generative ai,B,Exact match,1.99
designing ai products and services,B,Broad match,0.46
mit,USA,Broad match,7.39
mitx,USA,Broad match,5.94
ai certification mit,USA,Exact match,32.61
online ai and ml courses,USA,Phrase match,5.05
learning chatgpt,USA,Broad match,4.28
mit xpro designing and building ai products and services,USA,Broad match,9.51
google's introduction to generative ai,USA,Broad match,3.32
stanford agentic ai course,USA,Broad match,3.79
mit,USA,Broad match,5.89
ai class,USA,Broad match,4.68
mit ai course,USA,Broad match,5.56
artificial intelligence certification mit,USA,Exact match,10.39
mit ai certificate,USA,Exact match,10.2
ai certificate programs,USA,Broad match,5.11
best ai certification,USA,Broad match,4.35
designing and building ai products and services,USA,Exact match,12.35
generative ai course,USA,Exact match,4.76
large language model course,USA,Exact match,5.74
gen ai courses,USA,Broad match,5.85
genai for digital transformation,USA,Exact match,10.86
stanford ai certificate,USA,Exact match,5.35
harvard ai course,USA,Exact match,5.94
harvard ai certificate,USA,Exact match,8.4
stanford ai professional program,USA,Broad match,4.69
stanford generative ai course,USA,Exact match,3.12
mit ai course,A,Broad match,5.24
ai diploma,A,Broad match,2.08
mit ai courses,A,Broad match,3.17
driving innovation with ai,A,Exact match,5.3
best ai courses,B,Broad match,2.11
generative ai course,B,Exact match,0.52
learn prompt engineering,B,Broad match,0.51
mit generative ai,B,Broad match,1.42
generative ai course mit,B,Exact match,0.76
harvard ai course,B,Exact match,1.11
mit,USA,Broad match,7.77
mitx,USA,Broad match,8.26
ai certification mit,USA,Exact match,16.52
learning chatgpt,USA,Broad match,6.2
mit xpro designing and building ai products and services,USA,Broad match,9.42
google's introduction to generative ai,USA,Broad match,4.15
driving innovation with generative ai mit,USA,Phrase match,40.46
stanford agentic ai course,USA,Broad match,6.61
mit,USA,Broad match,9.09
ai class,USA,Broad match,5.24
best course on artificial intelligence,USA,Exact match,5.39
mit ai certificate,USA,Exact match,7.47
mit ai courses,USA,Exact match,22.44
ai certificate programs,USA,Broad match,5.36
best ai certification,USA,Broad match,3.67
generative ai course,USA,Exact match,8.74
generative ai certification,USA,Broad match,5.43
gen ai courses,USA,Broad match,4.1
mit generative ai course,USA,Exact match,5.58
generative ai course mit,USA,Exact match,5.87
stanford ai certificate,USA,Exact match,7.95
harvard ai certificate,USA,Exact match,9.36
stanford ai professional program,USA,Broad match,5.2
stanford generative ai course,USA,Exact match,14.97
mit ai course,A,Broad match,3.01
ai diploma,A,Broad match,2.48
mit ai courses,A,Broad match,2.08
prompt engineering course,A,Exact match,2.6
genai for digital transformation,A,Exact match,8.09
artificial intelligence course,B,Exact match,0.87
best ai courses,B,Broad match,1.27
artificial intelligence certification mit,B,Exact match,3.14
large language model course,B,Exact match,0.23
mit generative ai,B,Broad match,0.93
harvard ai course,B,Exact match,1.18
mit,USA,Broad match,7.95
mitx,USA,Broad match,5.59
artificial intelligence certification,USA,Exact match,16.21
ai certification mit,USA,Exact match,6.89
online ai and ml courses,USA,Phrase match,3.8
learning chatgpt,USA,Broad match,3.78
mit xpro designing and building ai products and services,USA,Broad match,9.27
google's introduction to generative ai,USA,Broad match,3.8
driving innovation with generative ai mit,USA,Phrase match,18.17
stanford agentic ai course,USA,Broad match,5.32
mit,USA,Broad match,5.8
artificial intelligence course,USA,Exact match,5.51
ai class,USA,Broad match,5.64
mit ai course,USA,Broad match,13.9
mit ai certificate,USA,Exact match,6.17
mit ai courses,USA,Exact match,6.68
ai certificate programs,USA,Broad match,4.69
best ai certification,USA,Broad match,5.79
designing and building ai products and services,USA,Exact match,20.35
generative ai course,USA,Exact match,9.92
generative ai certification,USA,Broad match,3.86
gen ai courses,USA,Broad match,3.18
mit generative ai course,USA,Exact match,8.25
generative ai course mit,USA,Exact match,23.73
driving innovation with ai,USA,Exact match,21.65
stanford ai certificate,USA,Exact match,7.46
harvard ai course,USA,Exact match,7.7
stanford ai professional program,USA,Broad match,4.62
mit ai course,A,Broad match,4.74
artificial intelligence certification mit,A,Exact match,3.77
ai diploma,A,Broad match,2.67
mit ai courses,A,Broad match,4.8
no code ai and machine learning building data science solutions,A,Exact match,7.05
best ai courses,B,Broad match,1.59
artificial intelligence certification mit,B,Exact match,0.79
designing and building ai products and services,B,Exact match,2.21
learn prompt engineering,B,Broad match,0.69
mit generative ai,B,Broad match,0.62
designing ai products and services,B,Broad match,0.16
harvard ai course,B,Exact match,0.41
mit,USA,Broad match,7.78
mitx,USA,Broad match,6.76
learning chatgpt,USA,Broad match,2.93
mit xpro designing and building ai products and services,USA,Broad match,13.98
google's introduction to generative ai,USA,Broad match,3.75
stanford agentic ai course,USA,Broad match,3.22
mit,USA,Broad match,7.16
ai class,USA,Broad match,5.16
mit ai courses,USA,Exact match,16.21
ai certificate programs,USA,Broad match,5.11
best ai certification,USA,Broad match,5.07
designing and building ai products and services,USA,Exact match,15.73
introduction to generative ai,USA,Exact match,5.94
gen ai courses,USA,Broad match,3.52
mit generative ai course,USA,Exact match,6.35
generative ai certificate program,USA,Exact match,4.97
ai prompt engineering course,USA,Exact match,3.47
stanford ai certificate,USA,Exact match,9.05
stanford ai professional program,USA,Broad match,5.46
stanford generative ai course,USA,Exact match,8.4
driving innovation with ai mit xpro,USA,Exact match,2.64
mit ai course,A,Broad match,4.72
artificial intelligence certification mit,A,Exact match,8.28
ai diploma,A,Broad match,2.24
certification for artificial intelligence,A,Exact match,2.4
mit ai courses,A,Broad match,4.89
ai prompt engineering course,A,Exact match,2.41
genai for digital transformation,A,Exact match,4.58
artificial intelligence course,B,Exact match,2.43
best ai courses,B,Broad match,2.37
no code ai and machine learning building data science solutions,B,Exact match,1.98
learn prompt engineering,B,Broad match,0.26
designing ai products and services,B,Broad match,1.01
best prompting courses,B,Broad match,0.06
mit,USA,Broad match,7.18
mitx,USA,Broad match,10.9
online ai and ml courses,USA,Phrase match,3.09
learning chatgpt,USA,Broad match,6.21
google's introduction to generative ai,USA,Broad match,3.19
stanford agentic ai course,USA,Broad match,6.98
mit,USA,Broad match,6.6
ai class,USA,Broad match,4.07
ai certificate programs,USA,Broad match,6.43
best ai certification,USA,Broad match,2.41
designing and building ai products and services,USA,Exact match,13.53
generative ai course,USA,Exact match,12.74
mit applied generative ai,USA,Broad match,16.82
stanford ai certificate,USA,Exact match,8.12
harvard ai course,USA,Exact match,5.84
stanford ai professional program,USA,Broad match,6.07
stanford generative ai course,USA,Exact match,4.43
artificial intelligence course,A,Exact match,5.13
mit ai course,A,Broad match,5.29
artificial intelligence training,A,Exact match,4.95
artificial intelligence certification mit,A,Exact match,10.28
ai diploma,A,Broad match,2.21
mit ai courses,A,Broad match,1.72
prompt engineering course,A,Exact match,1.86
driving innovation with ai,A,Exact match,2.02
best ai courses,B,Broad match,1.47
best course on artificial intelligence,B,Exact match,2.05
artificial intelligence certification mit,B,Exact match,3.01
certification for artificial intelligence,B,Exact match,0.62
learn prompt engineering,B,Broad match,0.09
mit generative ai,B,Broad match,1.92
applied gen ai for digital transformation mit,B,Broad match,0.39
best prompting courses,B,Broad match,0.08
mit,USA,Broad match,6.21
mitx,USA,Broad match,10.42
online ai and ml courses,USA,Phrase match,2.96
learning chatgpt,USA,Broad match,3.67
google's introduction to generative ai,USA,Broad match,3.42
stanford agentic ai course,USA,Broad match,4.69
mit,USA,Broad match,7.82
ai class,USA,Broad match,6.52
mit ai course,USA,Broad match,5.5
ai certificate programs,USA,Broad match,4.81
no code ai and machine learning building data science solutions,USA,Exact match,18.46
generative ai certification,USA,Broad match,4.61
mit generative ai course,USA,Exact match,8.91
stanford ai certificate,USA,Exact match,4.85
stanford ai professional program,USA,Broad match,7.34
artificial intelligence course,A,Exact match,1.9
mit ai course,A,Broad match,3.22
ai diploma,A,Broad match,1.85
mit ai courses,A,Broad match,1.46
best ai courses,B,Broad match,1.4
artificial intelligence certification mit,B,Exact match,0.56
learn prompt engineering,B,Broad match,0.29
mit generative ai,B,Broad match,0.59
applied gen ai for digital transformation mit,B,Broad match,0.93
mit,USA,Broad match,5.94
mitx,USA,Broad match,5.44
ai certification mit,USA,Exact match,10.1
learning chatgpt,USA,Broad match,6.01
google's introduction to generative ai,USA,Broad match,2.58
mit,USA,Broad match,8.47
ai class,USA,Broad match,6.69
ai certificate programs,USA,Broad match,5.43
prompt engineering course,USA,Exact match,1.94
large language model course,USA,Exact match,2.74
generative ai certificate course,USA,Exact match,4.27
stanford ai professional program,USA,Broad match,4.72
stanford generative ai course,USA,Exact match,3.11
mit ai course,A,Broad match,7.75
ai diploma,A,Broad match,5.07
best ai courses,B,Broad match,1.27
learn prompt engineering,B,Broad match,0.43
mit generative ai,B,Broad match,0.86
applied gen ai for digital transformation mit,B,Broad match,4.79
mit,USA,Broad match,5.38
mitx,USA,Broad match,4.26
learning chatgpt,USA,Broad match,2.89
google's introduction to generative ai,USA,Broad match,2.1
stanford agentic ai course,USA,Broad match,4.97
mit,USA,Broad match,5.83
mit ai certificate,USA,Exact match,7.5
ai certificate programs,USA,Broad match,5.99
stanford ai professional program,USA,Broad match,4.25
mit ai course,A,Broad match,2.68
best course on artificial intelligence,A,Exact match,5.52
ai diploma,A,Broad match,3.46
harvard ai course,A,Exact match,4.59
best ai courses,B,Broad match,0.94
generative ai course,B,Exact match,0.27
learn prompt engineering,B,Broad match,0.24
mit generative ai,B,Broad match,1.06
introduction to generative ai,B,Exact match,0.62
designing ai products and services,B,Broad match,0.22
mit,USA,Broad match,5.27
learning chatgpt,USA,Broad match,4.29
mit xpro designing and building ai products and services,USA,Broad match,6.28
google's introduction to generative ai,USA,Broad match,3.2
driving innovation with generative ai mit,USA,Phrase match,28.9
stanford agentic ai course,USA,Broad match,4.41
mit,USA,Broad match,5.66
ai class,USA,Broad match,2.47
mit ai courses,USA,Exact match,18.1
ai certificate programs,USA,Broad match,2.77
generative ai certification,USA,Broad match,8.6
mit generative ai course,USA,Exact match,6.8
generative ai course mit,USA,Exact match,4.18
driving innovation with ai,USA,Exact match,16.58
genai for digital transformation,USA,Exact match,5.38
stanford ai certificate,USA,Exact match,9.57
harvard ai course,USA,Exact match,5.54
stanford ai professional program,USA,Broad match,4.54
driving innovation with ai mit xpro,USA,Exact match,34.64
mit ai course,A,Broad match,15.15
ai diploma,A,Broad match,1.75
mit generative ai course,A,Exact match,11.37
artificial intelligence training,B,Exact match,0.36
best ai courses,B,Broad match,1.51
artificial intelligence certification mit,B,Exact match,1.41
learn prompt engineering,B,Broad match,0.9
mit generative ai,B,Broad match,0.92
best prompting courses,B,Broad match,0.26
mit,USA,Broad match,5.77
mitx,USA,Broad match,3.51
online ai and ml courses,USA,Phrase match,5.93
learning chatgpt,USA,Broad match,2.63
google's introduction to generative ai,USA,Broad match,7.02
driving innovation with generative ai mit,USA,Phrase match,17.65
stanford agentic ai course,USA,Broad match,5.93
mit,USA,Broad match,6.29
ai class,USA,Broad match,5.99
mit ai course,USA,Broad match,9.53
ai certificate programs,USA,Broad match,8.31
generative ai certification,USA,Broad match,8.75
stanford ai professional program,USA,Broad match,6.91
mit ai course,A,Broad match,4.51
ai diploma,A,Broad match,3.72
mit ai courses,A,Broad match,1.35
generative ai course mit,A,Exact match,4.66
best ai courses,B,Broad match,2.25
artificial intelligence certification mit,B,Exact match,1.79
designing ai products and services,B,Broad match,0.58
harvard ai course,B,Exact match,0.79
mit,USA,Broad match,6.28
mitx,USA,Broad match,8.33
ai certification mit,USA,Exact match,4.67
artificial intelligence for engineers,USA,Exact match,3.34
online ai and ml courses,USA,Phrase match,5.07
learning chatgpt,USA,Broad match,3.55
google's introduction to generative ai,USA,Broad match,3.52
stanford agentic ai course,USA,Broad match,8.38
mit,USA,Broad match,6.65
ai class,USA,Broad match,7.72
mit ai course,USA,Broad match,2.59
ai certificate programs,USA,Broad match,4.58
best ai certification,USA,Broad match,1.54
generative ai course,USA,Exact match,8.8
